metro,year,median,top,bottom,median-YoY,top-YoY,top-YoY
"Atlanta, GA",11/30/97,115200,196500,72700,0.07063197,0.050802139,0.069117647
"Atlanta, GA",12/31/97,115900,197500,73200,0.07116451,0.051650692,0.068613139
"Atlanta, GA",1/31/98,116500,198500,73600,0.070772059,0.052492047,0.068214804
"Atlanta, GA",2/28/98,117100,199500,74000,0.07136322,0.053882726,0.070911722
"Atlanta, GA",3/31/98,117600,200300,74300,0.072014585,0.055321391,0.072150072
"Atlanta, GA",4/30/98,118100,201300,74600,0.07168784,0.057247899,0.073381295
"Atlanta, GA",5/31/98,118600,202500,74900,0.070397112,0.060209424,0.074605452
"Atlanta, GA",6/30/98,119300,203800,75400,0.070915619,0.062565172,0.075606277
"Atlanta, GA",7/31/98,120000,205300,75900,0.069518717,0.065939772,0.075070822
"Atlanta, GA",8/31/98,120800,206800,76500,0.069026549,0.068181818,0.074438202
"Atlanta, GA",9/30/98,121600,208400,77100,0.068541301,0.071465296,0.075313808
"Atlanta, GA",10/31/98,122400,210000,77700,0.068995633,0.074168798,0.076177285
"Atlanta, GA",11/30/98,123300,211600,78300,0.0703125,0.076844784,0.077028886
"Atlanta, GA",12/31/98,124200,213300,78900,0.07161346,0.08,0.077868852
"Atlanta, GA",1/31/99,125100,214900,79500,0.073819742,0.082619647,0.080163043
"Atlanta, GA",2/28/99,125900,216600,80200,0.075149445,0.085714286,0.083783784
"Atlanta, GA",3/31/99,126600,218200,80700,0.076530612,0.089365951,0.086137281
"Atlanta, GA",4/30/99,127400,220000,81300,0.078746825,0.092896175,0.089812332
"Atlanta, GA",5/31/99,128100,221900,81900,0.08010118,0.095802469,0.093457944
"Atlanta, GA",6/30/99,128900,223800,82500,0.080469405,0.098135427,0.094164456
"Atlanta, GA",7/31/99,129800,225800,83000,0.081666667,0.099853872,0.093544137
"Atlanta, GA",8/31/99,130600,227600,83600,0.081125828,0.100580271,0.092810458
"Atlanta, GA",9/30/99,131400,229400,84200,0.080592105,0.100767754,0.092088197
"Atlanta, GA",10/31/99,132300,231200,84700,0.080882353,0.100952381,0.09009009
"Atlanta, GA",11/30/99,133200,232900,85300,0.080291971,0.100661626,0.089399745
"Atlanta, GA",12/31/99,134100,234800,86000,0.079710145,0.100797,0.089987326
"Atlanta, GA",1/31/00,135100,236700,86700,0.079936051,0.101442531,0.090566038
"Atlanta, GA",2/29/00,136000,238500,87500,0.080222399,0.101108033,0.091022444
"Atlanta, GA",3/31/00,136800,240200,88300,0.08056872,0.100824931,0.09417596
"Atlanta, GA",4/30/00,137600,241800,89000,0.080062794,0.099090909,0.094710947
"Atlanta, GA",5/31/00,138400,243500,89700,0.080405933,0.097341145,0.095238095
"Atlanta, GA",6/30/00,139300,245000,90400,0.0806827,0.094727435,0.095757576
"Atlanta, GA",7/31/00,140100,246600,91100,0.079352851,0.092116918,0.097590361
"Atlanta, GA",8/31/00,141000,248200,91700,0.079632466,0.090509666,0.096889952
"Atlanta, GA",9/30/00,141900,249800,92400,0.079908676,0.088927637,0.097387173
"Atlanta, GA",10/31/00,142800,251400,93100,0.079365079,0.087370242,0.099173554
"Atlanta, GA",11/30/00,143700,253000,93800,0.078828829,0.086303134,0.0996483
"Atlanta, GA",12/31/00,144600,254600,94500,0.078299776,0.084327087,0.098837209
"Atlanta, GA",1/31/01,145500,256200,95300,0.076980015,0.082382763,0.099192618
"Atlanta, GA",2/28/01,146200,257600,96000,0.075,0.080083857,0.097142857
"Atlanta, GA",3/31/01,146900,258800,96600,0.073830409,0.07743547,0.093997735
"Atlanta, GA",4/30/01,147500,259700,97300,0.071947674,0.074028122,0.093258427
"Atlanta, GA",5/31/01,148200,260500,97900,0.070809249,0.069815195,0.091415831
"Atlanta, GA",6/30/01,148800,261200,98500,0.068198134,0.066122449,0.08960177
"Atlanta, GA",7/31/01,149400,261800,99200,0.066381156,0.061638281,0.088913282
"Atlanta, GA",8/31/01,149900,262400,100000,0.063120567,0.057211926,0.090512541
"Atlanta, GA",9/30/01,150500,263100,100700,0.060606061,0.053242594,0.08982684
"Atlanta, GA",10/31/01,151000,263900,101500,0.057422969,0.049721559,0.090225564
"Atlanta, GA",11/30/01,151600,264900,102200,0.054975644,0.047035573,0.089552239
"Atlanta, GA",12/31/01,152300,266000,102900,0.053250346,0.044776119,0.088888889
"Atlanta, GA",1/31/02,153000,267200,103700,0.051546392,0.042935207,0.088142707
"Atlanta, GA",2/28/02,153700,268500,104500,0.05129959,0.042313665,0.088541667
"Atlanta, GA",3/31/02,154400,269600,105300,0.05105514,0.041731066,0.090062112
"Atlanta, GA",4/30/02,155300,270500,106100,0.052881356,0.041586446,0.090441932
"Atlanta, GA",5/31/02,156200,271300,107000,0.053981107,0.041458733,0.092951992
"Atlanta, GA",6/30/02,157000,271800,107800,0.055107527,0.04058193,0.094416244
"Atlanta, GA",7/31/02,157800,272200,108500,0.0562249,0.039724981,0.09375
"Atlanta, GA",8/31/02,158500,272600,109100,0.057371581,0.038871951,0.091
"Atlanta, GA",9/30/02,159200,273100,109600,0.057807309,0.038008362,0.088381331
"Atlanta, GA",10/31/02,159700,273800,110100,0.057615894,0.03751421,0.084729064
"Atlanta, GA",11/30/02,160200,274700,110600,0.056728232,0.036995092,0.082191781
"Atlanta, GA",12/31/02,160700,275700,111100,0.055154301,0.036466165,0.079689018
"Atlanta, GA",1/31/03,161000,276700,111500,0.052287582,0.035553892,0.075216972
"Atlanta, GA",2/28/03,161300,277500,111900,0.049446975,0.033519553,0.070813397
"Atlanta, GA",3/31/03,161600,278300,112300,0.046632124,0.03227003,0.066476733
"Atlanta, GA",4/30/03,161900,278900,112600,0.04249839,0.031053604,0.061262959
"Atlanta, GA",5/31/03,162200,279400,112900,0.038412292,0.029856248,0.055140187
"Atlanta, GA",6/30/03,162300,279800,113300,0.033757962,0.029433407,0.051020408
"Atlanta, GA",7/31/03,162400,280300,113600,0.029150824,0.029757531,0.047004608
"Atlanta, GA",8/31/03,162400,280900,113900,0.024605678,0.030447542,0.043996334
"Atlanta, GA",9/30/03,162400,281600,114200,0.020100503,0.03112413,0.041970803
"Atlanta, GA",10/31/03,162500,282500,114400,0.017532874,0.031775018,0.039055404
"Atlanta, GA",11/30/03,162700,283300,114700,0.015605493,0.03130688,0.037070524
"Atlanta, GA",12/31/03,163100,284100,115000,0.014934661,0.0304679,0.03510351
"Atlanta, GA",1/31/04,163700,284800,115500,0.016770186,0.029273581,0.035874439
"Atlanta, GA",2/29/04,164400,285600,116000,0.019218847,0.029189189,0.036639857
"Atlanta, GA",3/31/04,165200,286800,116500,0.022277228,0.03054258,0.037399822
"Atlanta, GA",4/30/04,165900,288300,116900,0.024706609,0.033703837,0.038188277
"Atlanta, GA",5/31/04,166400,290000,117100,0.025893958,0.03793844,0.037201063
"Atlanta, GA",6/30/04,166600,291900,117100,0.026494147,0.043245175,0.033539276
"Atlanta, GA",7/31/04,166900,293800,117000,0.02770936,0.048162683,0.029929577
"Atlanta, GA",8/31/04,167200,295600,117100,0.02955665,0.052331791,0.02809482
"Atlanta, GA",9/30/04,167600,297200,117300,0.032019704,0.055397727,0.027145359
"Atlanta, GA",10/31/04,168100,298600,117500,0.034461538,0.05699115,0.027097902
"Atlanta, GA",11/30/04,168600,299600,117800,0.036263061,0.057536181,0.027027027
"Atlanta, GA",12/31/04,169100,300500,118200,0.036787247,0.057726153,0.027826087
"Atlanta, GA",1/31/05,169500,301600,118500,0.035430666,0.058988764,0.025974026
"Atlanta, GA",2/28/05,169900,302800,118600,0.033454988,0.06022409,0.022413793
"Atlanta, GA",3/31/05,170300,304400,118800,0.030871671,0.061366806,0.019742489
"Atlanta, GA",4/30/05,170800,306300,119000,0.029535865,0.062434964,0.017964072
"Atlanta, GA",5/31/05,171300,308300,119400,0.029447115,0.063103448,0.019641332
"Atlanta, GA",6/30/05,171900,310400,119900,0.031812725,0.063377869,0.023911187
"Atlanta, GA",7/31/05,172600,312400,120500,0.034152187,0.063308373,0.02991453
"Atlanta, GA",8/31/05,173300,314500,121000,0.036483254,0.063937754,0.033304868
"Atlanta, GA",9/30/05,174000,316500,121500,0.038186158,0.064939435,0.035805627
"Atlanta, GA",10/31/05,174800,318500,121900,0.039857228,0.06664434,0.037446809
"Atlanta, GA",11/30/05,175600,320600,122400,0.041518387,0.070093458,0.039049236
"Atlanta, GA",12/31/05,176300,322800,122700,0.042578356,0.074209651,0.038071066
"Atlanta, GA",1/31/06,177000,324700,122900,0.044247788,0.076591512,0.037130802
"Atlanta, GA",2/28/06,177600,326400,123100,0.045320777,0.077939234,0.037942664
"Atlanta, GA",3/31/06,178200,328000,123300,0.046388726,0.077529566,0.037878788
"Atlanta, GA",4/30/06,178800,329600,123600,0.046838407,0.076069213,0.038655462
"Atlanta, GA",5/31/06,179500,331100,123700,0.047869235,0.073953941,0.0360134
"Atlanta, GA",6/30/06,180100,332700,123800,0.047702152,0.071842784,0.032527106
"Atlanta, GA",7/31/06,180800,334400,124000,0.047508691,0.070422535,0.029045643
"Atlanta, GA",8/31/06,181500,336100,124200,0.047316792,0.068680445,0.026446281
"Atlanta, GA",9/30/06,182200,337600,124300,0.047126437,0.066666667,0.023045267
"Atlanta, GA",10/31/06,182600,339000,124400,0.044622426,0.064364207,0.020508614
"Atlanta, GA",11/30/06,183000,340100,124500,0.04214123,0.060823456,0.017156863
"Atlanta, GA",12/31/06,183300,341300,124700,0.039705048,0.057311029,0.016299919
"Atlanta, GA",1/31/07,183700,342500,124900,0.037853107,0.054819834,0.016273393
"Atlanta, GA",2/28/07,183900,343400,124900,0.035472973,0.052083333,0.014622258
"Atlanta, GA",3/31/07,184200,344200,125000,0.033670034,0.049390244,0.01378751
"Atlanta, GA",4/30/07,184500,345100,125100,0.031879195,0.047026699,0.012135922
"Atlanta, GA",5/31/07,184700,345400,125100,0.028969359,0.043189369,0.011317704
"Atlanta, GA",6/30/07,184600,345300,124900,0.024986119,0.037871957,0.008885299
"Atlanta, GA",7/31/07,184500,345200,124800,0.020464602,0.032296651,0.006451613
"Atlanta, GA",8/31/07,184300,345000,124600,0.015426997,0.026480214,0.003220612
"Atlanta, GA",9/30/07,184000,344700,124200,0.009879254,0.021030806,-0.000804505
"Atlanta, GA",10/31/07,183500,344200,123600,0.004928806,0.015339233,-0.006430868
"Atlanta, GA",11/30/07,182700,343400,122800,-0.001639344,0.009703029,-0.013654618
"Atlanta, GA",12/31/07,181700,342300,121600,-0.00872886,0.002929974,-0.024859663
"Atlanta, GA",1/31/08,180500,340900,120200,-0.017419706,-0.004671533,-0.037630104
"Atlanta, GA",2/29/08,179100,339100,118700,-0.026101142,-0.01252184,-0.049639712
"Atlanta, GA",3/31/08,178000,337300,117400,-0.033659066,-0.020046485,-0.0608
"Atlanta, GA",4/30/08,177000,335600,116000,-0.040650407,-0.027528253,-0.072741807
"Atlanta, GA",5/31/08,175800,333500,114700,-0.048186248,-0.034452808,-0.083133493
"Atlanta, GA",6/30/08,174400,331000,113200,-0.055254605,-0.041413264,-0.09367494
"Atlanta, GA",7/31/08,172900,328300,111600,-0.062872629,-0.048957126,-0.105769231
"Atlanta, GA",8/31/08,171300,325400,109700,-0.070537168,-0.056811594,-0.119582665
"Atlanta, GA",9/30/08,169600,322600,107600,-0.07826087,-0.064113722,-0.133655395
"Atlanta, GA",10/31/08,168100,320100,105700,-0.083923706,-0.070017432,-0.144822006
"Atlanta, GA",11/30/08,166600,317600,103700,-0.088122605,-0.075131043,-0.155537459
"Atlanta, GA",12/31/08,165000,315300,101700,-0.091909741,-0.078878177,-0.163651316
"Atlanta, GA",1/31/09,163600,313000,99600,-0.093628809,-0.081842182,-0.171381032
"Atlanta, GA",2/28/09,162000,310500,97500,-0.095477387,-0.084340902,-0.178601516
"Atlanta, GA",3/31/09,160300,307900,95400,-0.099438202,-0.087162763,-0.187393526
"Atlanta, GA",4/30/09,158600,305100,93300,-0.103954802,-0.090882002,-0.195689655
"Atlanta, GA",5/31/09,156800,301700,91100,-0.108077361,-0.095352324,-0.205754141
"Atlanta, GA",6/30/09,154800,298300,88900,-0.112385321,-0.098791541,-0.214664311
"Atlanta, GA",7/31/09,153100,295900,86900,-0.114517062,-0.098690222,-0.221326165
"Atlanta, GA",8/31/09,151800,294400,85000,-0.113835377,-0.095267363,-0.225159526
"Atlanta, GA",9/30/09,150900,293400,83200,-0.110259434,-0.090514569,-0.226765799
"Atlanta, GA",10/31/09,150200,292600,81500,-0.106484236,-0.085910653,-0.228949858
"Atlanta, GA",11/30/09,149500,292000,80000,-0.102641056,-0.080604534,-0.228543877
"Atlanta, GA",12/31/09,149100,290900,78900,-0.096363636,-0.077386616,-0.224188791
"Atlanta, GA",1/31/10,149000,290400,78400,-0.089242054,-0.072204473,-0.212851406
"Atlanta, GA",2/28/10,149100,291200,78300,-0.07962963,-0.06215781,-0.196923077
"Atlanta, GA",3/31/10,147800,290300,77400,-0.07797879,-0.057161416,-0.188679245
"Atlanta, GA",4/30/10,145500,287300,75700,-0.08259773,-0.058341527,-0.1886388
"Atlanta, GA",5/31/10,144100,285700,74600,-0.080994898,-0.053032814,-0.181119649
"Atlanta, GA",6/30/10,143500,284800,74100,-0.072997416,-0.045256453,-0.16647919
"Atlanta, GA",7/31/10,142600,282900,73500,-0.068582626,-0.043933761,-0.15420023
"Atlanta, GA",8/31/10,141400,280800,72700,-0.068511199,-0.046195652,-0.144705882
"Atlanta, GA",9/30/10,139800,278500,72200,-0.073558648,-0.050783913,-0.132211538
"Atlanta, GA",10/31/10,138300,275700,71500,-0.079227696,-0.057758031,-0.122699387
"Atlanta, GA",11/30/10,136900,273300,70400,-0.084280936,-0.064041096,-0.12
"Atlanta, GA",12/31/10,135300,271400,69300,-0.092555332,-0.067033345,-0.121673004
"Atlanta, GA",1/31/11,133700,269100,68200,-0.102684564,-0.073347107,-0.130102041
"Atlanta, GA",2/28/11,132200,266300,66700,-0.113346747,-0.085508242,-0.148148148
"Atlanta, GA",3/31/11,131000,264000,65200,-0.113667118,-0.090595935,-0.157622739
"Atlanta, GA",4/30/11,129800,262800,64000,-0.10790378,-0.085276714,-0.154557464
"Atlanta, GA",5/31/11,128400,261800,62900,-0.108952117,-0.083654183,-0.156836461
"Atlanta, GA",6/30/11,126800,260700,61300,-0.116376307,-0.084620787,-0.172739541
"Atlanta, GA",7/31/11,125500,259600,59900,-0.119915849,-0.082361258,-0.185034014
"Atlanta, GA",8/31/11,124200,258100,58400,-0.121640736,-0.080840456,-0.196698762
"Atlanta, GA",9/30/11,122700,256100,56700,-0.122317597,-0.08043088,-0.21468144
"Atlanta, GA",10/31/11,121100,254400,55200,-0.124367317,-0.077257889,-0.227972028
"Atlanta, GA",11/30/11,119700,253300,53900,-0.125639153,-0.073179656,-0.234375
"Atlanta, GA",12/31/11,118600,252700,52700,-0.123429416,-0.06890199,-0.23953824
"Atlanta, GA",1/31/12,117700,252100,51500,-0.119670905,-0.063173541,-0.244868035
"Atlanta, GA",2/29/12,116900,251800,50900,-0.115733737,-0.054449869,-0.236881559
"Atlanta, GA",3/31/12,116600,252300,50700,-0.109923664,-0.044318182,-0.222392638
"Atlanta, GA",4/30/12,116700,253100,50700,-0.100924499,-0.036910198,-0.2078125
"Atlanta, GA",5/31/12,117000,253900,50400,-0.088785047,-0.030175707,-0.19872814
"Atlanta, GA",6/30/12,117300,254900,50200,-0.074921136,-0.022247794,-0.181076672
"Atlanta, GA",7/31/12,117500,256200,49500,-0.06374502,-0.013097072,-0.173622705
"Atlanta, GA",8/31/12,117700,257900,49600,-0.052334944,-0.000774893,-0.150684932
"Atlanta, GA",9/30/12,118200,260200,50200,-0.036674817,0.016009371,-0.114638448
"Atlanta, GA",10/31/12,119000,262400,50700,-0.01734104,0.031446541,-0.081521739
"Atlanta, GA",11/30/12,119900,264200,51300,0.001670844,0.043031978,-0.048237477
"Atlanta, GA",12/31/12,120800,266000,52500,0.018549747,0.052631579,-0.003795066
"Atlanta, GA",1/31/13,121600,267900,53300,0.033135089,0.062673542,0.034951456
"Atlanta, GA",2/28/13,122500,269900,53800,0.047904192,0.071882446,0.05697446
"Atlanta, GA",3/31/13,123900,272100,54200,0.062607204,0.078478002,0.069033531
"Atlanta, GA",4/30/13,125400,274600,54900,0.074550129,0.084946661,0.082840237
"Atlanta, GA",5/31/13,126900,277300,55900,0.084615385,0.092162269,0.109126984
"Atlanta, GA",6/30/13,128500,280100,56900,0.095481671,0.098862299,0.133466135
"Atlanta, GA",7/31/13,130000,282800,57900,0.106382979,0.103825137,0.16969697
"Atlanta, GA",8/31/13,131600,285100,58800,0.118096856,0.105467235,0.185483871
"Atlanta, GA",9/30/13,133300,287600,59600,0.127749577,0.105303613,0.187250996
"Atlanta, GA",10/31/13,135000,289900,60700,0.134453782,0.104801829,0.197238659
"Atlanta, GA",11/30/13,136600,291900,61700,0.139282736,0.104844815,0.202729045
"Atlanta, GA",12/31/13,138100,293800,62600,0.143211921,0.104511278,0.192380952
"Atlanta, GA",1/31/14,139500,295600,63400,0.147203947,0.10339679,0.189493433
"Atlanta, GA",2/28/14,140700,297600,64400,0.148571429,0.102630604,0.197026022
"Atlanta, GA",3/31/14,142300,300200,65500,0.14850686,0.103270856,0.208487085
"Atlanta, GA",4/30/14,143800,302900,66400,0.146730463,0.103058995,0.209471767
"Atlanta, GA",5/31/14,145200,305000,67200,0.144208038,0.099891814,0.202146691
"Atlanta, GA",6/30/14,146500,307300,68100,0.140077821,0.097108176,0.196836555
"Atlanta, GA",7/31/14,147700,309800,69600,0.136153846,0.095473833,0.202072539
"Atlanta, GA",8/31/14,148900,312000,70800,0.131458967,0.094352859,0.204081633
"Atlanta, GA",9/30/14,149800,313700,71600,0.123780945,0.090751043,0.201342282
"Atlanta, GA",10/31/14,150800,315300,72200,0.117037037,0.087616419,0.189456343
"Atlanta, GA",11/30/14,151600,317100,73100,0.109809663,0.086330935,0.184764992
"Atlanta, GA",12/31/14,152300,318400,73700,0.102824041,0.083730429,0.177316294
"Atlanta, GA",1/31/15,152800,319000,73900,0.095340502,0.079161028,0.165615142
"Atlanta, GA",2/28/15,153200,319300,74300,0.088841507,0.072916667,0.153726708
"Atlanta, GA",3/31/15,153800,320200,74900,0.080815179,0.066622252,0.14351145
"Atlanta, GA",4/30/15,154700,321700,75500,0.075799722,0.062066689,0.137048193
"Atlanta, GA",5/31/15,155600,323600,76500,0.071625344,0.060983607,0.138392857
"Atlanta, GA",6/30/15,156600,325200,77400,0.06894198,0.058249268,0.136563877
"Atlanta, GA",7/31/15,157700,326500,78000,0.067704807,0.053905746,0.120689655
"Atlanta, GA",8/31/15,158800,327600,78500,0.066487576,0.05,0.108757062
"Atlanta, GA",9/30/15,159600,328400,79100,0.065420561,0.046860057,0.104748603
"Atlanta, GA",10/31/15,160100,329000,79500,0.061671088,0.043450682,0.101108033
"Atlanta, GA",11/30/15,160600,329600,79600,0.059366755,0.039419741,0.088919289
"Atlanta, GA",12/31/15,161400,330500,79900,0.059750492,0.038002513,0.08412483
"Atlanta, GA",1/31/16,162200,331900,80400,0.061518325,0.040438871,0.087956698
"Atlanta, GA",2/29/16,163000,333800,80700,0.063968668,0.045411838,0.086137281
"Atlanta, GA",3/31/16,163900,336000,81700,0.065669701,0.04934416,0.090787717
"Atlanta, GA",4/30/16,165400,339000,83200,0.069166128,0.053776811,0.101986755
"Atlanta, GA",5/31/16,167000,342000,84400,0.073264781,0.056860321,0.103267974
"Atlanta, GA",6/30/16,168600,345100,85600,0.076628352,0.061193112,0.105943152
"Atlanta, GA",7/31/16,170300,348600,87200,0.079898542,0.067687596,0.117948718
"Atlanta, GA",8/31/16,172000,352000,88600,0.083123426,0.074481074,0.12866242
"Atlanta, GA",9/30/16,173600,355200,89900,0.087719298,0.081607795,0.13653603
"Atlanta, GA",10/31/16,175000,358400,91000,0.093066833,0.089361702,0.144654088
"Atlanta, GA",11/30/16,176200,361200,92200,0.097135741,0.095873786,0.158291457
"Atlanta, GA",12/31/16,177400,363600,93200,0.09913259,0.100151286,0.166458073
"Atlanta, GA",1/31/17,178500,365900,94500,0.100493218,0.102440494,0.175373134
"Atlanta, GA",2/28/17,179500,367500,95900,0.101226994,0.100958658,0.188351921
"Atlanta, GA",3/31/17,180700,369200,97200,0.102501525,0.098809524,0.189718482
"Atlanta, GA",4/30/17,181800,370800,98600,0.099153567,0.09380531,0.185096154
"Atlanta, GA",5/31/17,182900,371600,100100,0.095209581,0.086549708,0.186018957
"Atlanta, GA",6/30/17,183800,371900,101200,0.090154211,0.07765865,0.182242991
"Atlanta, GA",7/31/17,184800,372400,102400,0.085143864,0.068273092,0.174311927
"Atlanta, GA",8/31/17,186000,373500,104000,0.081395349,0.061079545,0.173814898
"Atlanta, GA",9/30/17,187400,375100,105600,0.079493088,0.056024775,0.174638487
"Atlanta, GA",10/31/17,188700,376600,106900,0.078285714,0.05078125,0.174725275
"Atlanta, GA",11/30/17,189900,377900,108400,0.077752554,0.046234773,0.175704989
"Atlanta, GA",12/31/17,191400,379700,110000,0.0789177,0.044279428,0.180257511
"Atlanta, GA",1/31/18,193800,382900,111900,0.085714286,0.046460782,0.184126984
"Atlanta, GA",2/28/18,196700,386600,114000,0.095821727,0.051972789,0.188738269
"Atlanta, GA",3/31/18,198700,388900,115700,0.099612618,0.053358613,0.190329218
"Atlanta, GA",4/30/18,200300,390500,117000,0.101760176,0.053128371,0.186612576
"Atlanta, GA",5/31/18,202400,392700,118600,0.106615637,0.056781485,0.184815185
"Atlanta, GA",6/30/18,204300,394300,120100,0.111534276,0.060231245,0.186758893
"Atlanta, GA",7/31/18,206000,395000,121700,0.114718615,0.060687433,0.188476563
"Atlanta, GA",8/31/18,207600,395200,123100,0.116129032,0.058099063,0.183653846
"Atlanta, GA",9/30/18,209700,396300,124900,0.118996798,0.056518262,0.182765152
"Atlanta, GA",10/31/18,212600,399300,127400,0.126656068,0.060276155,0.191768007
"Atlanta, GA",11/30/18,215400,402600,129500,0.134281201,0.065361207,0.194649446
"Atlanta, GA",12/31/18,217300,404800,130900,0.135318704,0.06610482,0.19
"Atlanta, GA",1/31/19,218500,406200,132000,0.12745098,0.060851397,0.179624665
"Atlanta, GA",2/28/19,219600,407300,133400,0.116420946,0.053543714,0.170175439
"Atlanta, GA",3/31/19,220200,407300,133900,0.108203322,0.047312934,0.157303371
"Atlanta, GA",4/30/19,220000,406500,133400,0.098352471,0.040973111,0.14017094
"Boston, MA",4/30/96,151200,251900,94400,,,
"Boston, MA",5/31/96,151500,252700,94700,,,
"Boston, MA",6/30/96,151800,253600,94900,,,
"Boston, MA",7/31/96,152200,254600,95200,,,
"Boston, MA",8/31/96,152600,255600,95600,,,
"Boston, MA",9/30/96,153000,256700,95900,,,
"Boston, MA",10/31/96,153500,257800,96200,,,
"Boston, MA",11/30/96,154000,258900,96600,,,
"Boston, MA",12/31/96,154700,260200,97100,,,
"Boston, MA",1/31/97,155500,261700,97800,,,
"Boston, MA",2/28/97,156300,263000,98500,,,
"Boston, MA",3/31/97,157100,264300,99100,,,
"Boston, MA",4/30/97,157900,265600,99800,0.044312169,0.054386661,0.05720339
"Boston, MA",5/31/97,158800,267200,100500,0.048184818,0.057380293,0.06124604
"Boston, MA",6/30/97,159800,268900,101200,0.052700922,0.06033123,0.066385669
"Boston, MA",7/31/97,160800,270700,102000,0.056504599,0.063236449,0.071428571
"Boston, MA",8/31/97,161800,272500,102800,0.060288336,0.066118936,0.075313808
"Boston, MA",9/30/97,162900,274500,103600,0.064705882,0.069341644,0.080291971
"Boston, MA",10/31/97,164000,276600,104500,0.068403909,0.072924748,0.086278586
"Boston, MA",11/30/97,165300,278900,105400,0.073376623,0.077249903,0.091097308
"Boston, MA",12/31/97,166800,281600,106400,0.078215902,0.082244427,0.095777549
"Boston, MA",1/31/98,168500,284500,107500,0.083601286,0.08712266,0.099182004
"Boston, MA",2/28/98,170100,287400,108600,0.088291747,0.092775665,0.102538071
"Boston, MA",3/31/98,171500,290000,109600,0.091661362,0.097237987,0.105953582
"Boston, MA",4/30/98,172900,292600,110700,0.094996833,0.101656627,0.109218437
"Boston, MA",5/31/98,174200,295200,111700,0.09697733,0.104790419,0.111442786
"Boston, MA",6/30/98,175400,297700,112700,0.097622028,0.107103012,0.113636364
"Boston, MA",7/31/98,176600,300100,113600,0.098258706,0.108607314,0.11372549
"Boston, MA",8/31/98,177700,302500,114500,0.098269468,0.110091743,0.11381323
"Boston, MA",9/30/98,178700,304700,115300,0.09699202,0.110018215,0.112934363
"Boston, MA",10/31/98,179900,307000,116200,0.09695122,0.109906001,0.111961722
"Boston, MA",11/30/98,181100,309300,117200,0.095583787,0.108999641,0.111954459
"Boston, MA",12/31/98,182700,311900,118200,0.095323741,0.107599432,0.110902256
"Boston, MA",1/31/99,184400,314800,119500,0.094362018,0.106502636,0.111627907
"Boston, MA",2/28/99,186300,317900,120800,0.095238095,0.106123869,0.112338858
"Boston, MA",3/31/99,188100,321000,122100,0.096793003,0.106896552,0.114051095
"Boston, MA",4/30/99,190200,324300,123500,0.100057837,0.108339029,0.115627823
"Boston, MA",5/31/99,192300,328000,125100,0.103903559,0.111111111,0.11996419
"Boston, MA",6/30/99,194600,332000,126700,0.109464082,0.115216661,0.124223602
"Boston, MA",7/31/99,196900,336000,128400,0.114949037,0.119626791,0.13028169
"Boston, MA",8/31/99,199300,340100,130200,0.12155318,0.124297521,0.137117904
"Boston, MA",9/30/99,201800,344100,131900,0.129266928,0.129307516,0.143972246
"Boston, MA",10/31/99,204300,348100,133600,0.135630906,0.133876221,0.149741824
"Boston, MA",11/30/99,207000,352100,135400,0.143014909,0.13837698,0.155290102
"Boston, MA",12/31/99,210100,356500,137400,0.149972633,0.14299455,0.162436548
"Boston, MA",1/31/00,213400,361200,139300,0.157266811,0.147395172,0.165690377
"Boston, MA",2/29/00,216800,366100,141100,0.163714439,0.151620006,0.168046358
"Boston, MA",3/31/00,220100,370900,142800,0.170122275,0.155451713,0.16953317
"Boston, MA",4/30/00,223500,375900,144400,0.175078864,0.159111933,0.169230769
"Boston, MA",5/31/00,227000,381100,145900,0.180447218,0.161890244,0.166266986
"Boston, MA",6/30/00,230500,386500,147600,0.184480987,0.164156627,0.16495659
"Boston, MA",7/31/00,234100,392200,149300,0.18892839,0.167261905,0.162772586
"Boston, MA",8/31/00,237700,397800,151000,0.19267436,0.169655984,0.159754224
"Boston, MA",9/30/00,241100,403300,152900,0.194747275,0.172043011,0.159211524
"Boston, MA",10/31/00,244300,408800,154800,0.195790504,0.17437518,0.158682635
"Boston, MA",11/30/00,247400,414300,156700,0.195169082,0.17665436,0.157311669
"Boston, MA",12/31/00,250300,419700,158800,0.191337458,0.177279102,0.155749636
"Boston, MA",1/31/01,253200,424800,160900,0.186504217,0.176079734,0.155061019
"Boston, MA",2/28/01,255800,429600,162900,0.179889299,0.173449877,0.154500354
"Boston, MA",3/31/01,258300,434000,164900,0.173557474,0.170126719,0.154761905
"Boston, MA",4/30/01,260800,438200,166900,0.16689038,0.165735568,0.155817175
"Boston, MA",5/31/01,263300,442200,168900,0.159911894,0.160325374,0.157642221
"Boston, MA",6/30/01,266100,446000,171000,0.154446855,0.153945666,0.158536585
"Boston, MA",7/31/01,269000,449900,173200,0.149081589,0.147118817,0.160080375
"Boston, MA",8/31/01,271900,453600,175500,0.143878839,0.140271493,0.162251656
"Boston, MA",9/30/01,274900,457100,177800,0.140190792,0.133399455,0.162851537
"Boston, MA",10/31/01,277800,460600,180200,0.137126484,0.126712329,0.164082687
"Boston, MA",11/30/01,280700,463800,182500,0.134599838,0.119478639,0.16464582
"Boston, MA",12/31/01,283400,466900,184800,0.13224131,0.112461282,0.16372796
"Boston, MA",1/31/02,285900,469800,187000,0.129146919,0.105932203,0.162212554
